Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
78,tt0152352,2014-08-20,2014-08-20,"69. Secret Garden 1 & 2      Vol. 1: Wicked Pictures Vol. 2: X-Citement Video . D: Michael Zen. Ona Zee, P.J. Sparxxx, Ashlyn Gere. (1992). Michael Zen at his best. This erotic saga of a family rife with lust stars Ashlyn Gere in no less than three different roles. Ashlyn's entry into the lives of this kinky clan produces some eyebrow-raising results to say the least. Ona Zee was voted Best Supporting Actress for her role as the matriarch, and Michael Torino won Best Screenplay honors. ~AVN","The Secret Title","The Secret Garden #1",https://www.imdb.com/title/tt0152352/,Video,6.2,84,1992,"Adult, Comedy, Fantasy, Romance",42,1992-06-11,"Michael Zen",,
79,tt0125488,2014-08-20,2014-08-20,"69. Secret Garden 1 & 2      Vol. 1: Wicked Pictures Vol. 2: X-Citement Video . D: Michael Zen. Ona Zee, P.J. Sparxxx, Ashlyn Gere. (1992). Michael Zen at his best. This erotic saga of a family rife with lust stars Ashlyn Gere in no less than three different roles. Ashlyn's entry into the lives of this kinky clan produces some eyebrow-raising results to say the least. Ona Zee was voted Best Supporting Actress for her role as the matriarch, and Michael Torino won Best Screenplay honors. ~AVN","The Secret Garden Part II","The Secret Garden Part II",https://www.imdb.com/title/tt0125488/,Movie,6.0,83,1992,"Adult, Drama, Fantasy, Romance",37,1992-07-16,"Michael Zen",,
80,tt0262127,2014-08-20,2014-08-20,"70. World Sex Tour      Anabolic Video. D: Uncredited. Penelope, Anita Blond, Suzy Kcat, Erica Bella, Coralie, Rebecca Lord, Stephanie Sartori, Mark Davis, Sean Michaels, Others. (1995). Natural breasts abound in this all-sexer shot in France. Look for an award-winning foursome with Bella, Sartori, Davis and Michaels, and a great reverse cowgirl between Penelope and Davis in the opener, followed by a threeway between Kcat, Davis and Michaels - and that's just the beginning of this highly rated series. Typical high-quality Anabolic camerawork helps. ~AVN","World Sex Tour 1","World Sex Tour 1",https://www.imdb.com/title/tt0262127/,Video,6.1,140,1995,"Adult",23,1995,"Biff Malibu",,
81,tt0189774,2014-08-20,2014-08-20,"71. My Bare Lady      Moonlight Entertainment. D: Scotty Fox. Shanna McCullough, Nina Hartley, Aja, Porsche Lynn, Mike Horner, Jon Martin, Robert Bullock, Others. (1989) One of the few true porn musicals - in fact, its soundtrack won AVN's Best Musical Score honors - My Bare Lady stars McCullough playing Liza Screwlittle to Horner's send-up of Rex Harrison. But unlike Harrison, Horner most assuredly ain't trying to turn McCullough into a lady. Director Scotty Fox excelled at comedies, and this clever, entertaining vid was one of his best. ~AVN","My Bare Lady","My Bare Lady",https://www.imdb.com/title/tt0189774/,Video,6.6,85,1989,"Adult, Musical",38,,"Scotty Fox",,
82,tt0180088,2014-08-20,2014-08-20,"72. Realities      Zane Entertainment Group. D: Jack Stephan. Ashlyn Gere, Trixi Tyler, Buck Adams, Sean Michaels, Tom Byron, Others. (1991). The Realities series was Gere's baby - later volumes were directed by longtime companion Layne Parker - and she lavished more affection (and heat)on it than she did practically any other project. Supposedly based on fan letters requesting various sexual acts, Gere appears in all scenes, and apparently loves every fu*king moment of it. ~AVN","Realities","Realities",https://www.imdb.com/title/tt0180088/,Video,5.6,83,1991,"Adult, Romance",12,1991,"Jack Stephen",,
83,tt0189990,2014-08-20,2014-08-20,"73. Sensual Escape      Femme Productions/Adam & Eve. D: Gloria Leonard, Candida Royalle. Nina Hartley, Siobhan Hunter, Richard Pacheco. (1988). Two wildly different vignettes are featured. In the first, ingénue Hartley goes out on a blind date with Pacheco, and over dinner, and during sex, the viewer not only hears their words, but their thoughts as well. (Pacheco took home AVN's Best Supporting Actor - Video award for his performance here.)In the second, Hunter performs an erotic dance in a tunnel amid a psychedelic light show. Ahead of its time in both sexual honesty and special effects. ~AVN","Sensual Escape","Sensual Escape",https://www.imdb.com/title/tt0189990/,Movie,4.8,80,1988,"Adult, Fantasy, Romance",23,1988,"Gloria Leonard, Candida Royalle",,
84,tt0186114,2014-08-20,2014-08-20,"74. Firestorm 1, 2 & 3      Command Video. D: Cecil Howard. Vol.1: Veronica Hart, Sharon Kane, Eric Edwards, Others. (1984). Vol. 2: Tish Ambrose, Kay Parker, John Leslie, Others. (1987). Vol. 3: Sharon Mitchell, Nina Hartley, Paul Thomas, Others. (1989). With scripts that scorch in their sexual energy, production values that put most other movies of present day to shame and most, of all, performances that bind the carnal and cinematic (Elroy Brandy also earns a Best Cinematography award for his efforts, for Firestorm 2 in 1987), this trilogy stands the test of time... and a earns a buttload of AVN Awards. The story, revolving around a writer and his dalliances with the family of his subject and the mild nature of sex, earned John Leslie a Best Actor AVN Award for his role in Firestorm 2 and Tish Ambrose a Best Supporting Actress award (also for Firestorm 2), and makes for strong couples fare. However, solo strokers will want to watch the fourway between Sharon Kane, Victoria Jackson, George Payne and Michael Bruce in the first volume and couples will dig Firestorm 3's coupling between Sharon Kane and Eric Edwards, which won the Best Couples Sex Scene award in 1989. ~AVN","Firestorm","Firestorm",https://www.imdb.com/title/tt0186114/,Movie,5.8,105,1984,"Adult, Drama",184,1984,"Cecil Howard",,
85,tt0162959,2014-08-20,2014-08-20,"74. Firestorm 1, 2 & 3      Command Video. D: Cecil Howard. Vol.1: Veronica Hart, Sharon Kane, Eric Edwards, Others. (1984). Vol. 2: Tish Ambrose, Kay Parker, John Leslie, Others. (1987). Vol. 3: Sharon Mitchell, Nina Hartley, Paul Thomas, Others. (1989). With scripts that scorch in their sexual energy, production values that put most other movies of present day to shame and most, of all, performances that bind the carnal and cinematic (Elroy Brandy also earns a Best Cinematography award for his efforts, for Firestorm 2 in 1987), this trilogy stands the test of time... and a earns a buttload of AVN Awards. The story, revolving around a writer and his dalliances with the family of his subject and the mild nature of sex, earned John Leslie a Best Actor AVN Award for his role in Firestorm 2 and Tish Ambrose a Best Supporting Actress award (also for Firestorm 2), and makes for strong couples fare. However, solo strokers will want to watch the fourway between Sharon Kane, Victoria Jackson, George Payne and Michael Bruce in the first volume and couples will dig Firestorm 3's coupling between Sharon Kane and Eric Edwards, which won the Best Couples Sex Scene award in 1989. ~AVN","Firestorm II: The Angel Blade","Firestorm II: The Angel Blade",https://www.imdb.com/title/tt0162959/,Movie,5.7,85,1987,"Adult",162,,"Cecil Howard",,
86,tt0136940,2014-08-20,2014-08-20,"74. Firestorm 1, 2 & 3      Command Video. D: Cecil Howard. Vol.1: Veronica Hart, Sharon Kane, Eric Edwards, Others. (1984). Vol. 2: Tish Ambrose, Kay Parker, John Leslie, Others. (1987). Vol. 3: Sharon Mitchell, Nina Hartley, Paul Thomas, Others. (1989). With scripts that scorch in their sexual energy, production values that put most other movies of present day to shame and most, of all, performances that bind the carnal and cinematic (Elroy Brandy also earns a Best Cinematography award for his efforts, for Firestorm 2 in 1987), this trilogy stands the test of time... and a earns a buttload of AVN Awards. The story, revolving around a writer and his dalliances with the family of his subject and the mild nature of sex, earned John Leslie a Best Actor AVN Award for his role in Firestorm 2 and Tish Ambrose a Best Supporting Actress award (also for Firestorm 2), and makes for strong couples fare. However, solo strokers will want to watch the fourway between Sharon Kane, Victoria Jackson, George Payne and Michael Bruce in the first volume and couples will dig Firestorm 3's coupling between Sharon Kane and Eric Edwards, which won the Best Couples Sex Scene award in 1989. ~AVN","Firestorm 3","Firestorm 3",https://www.imdb.com/title/tt0136940/,Video,5.5,87,1989,"Adult, Drama, Romance",37,,"Cecil Howard",,
87,tt0182099,2014-08-20,2014-08-20,"75. Farmer's Daughters      Western Visuals. D: Jerome Tanner. Candie Evans, Careena Collins, Mike Horner, Others. (1986). Comedic shot-on-video fare bolstered by a solid cast and fine technical credits across the board. This one snagged a AAAA rating way back in '86, and it's easy to see why; with John Leslie playing the archetypal traveling salesman, Ron Jeremy as a greedy banker, a cameo from the late Jack Baker and Mike Horner as a farmer-turned-pornographer, it's a hoot and a half. On the sexual side, who can forget Shanna McCullough and blonde beauty Candie Evans? ~AVN","Farmer's Daughters: The Movie","Farmer's Daughters: The Movie",https://www.imdb.com/title/tt0182099/,Video,6.4,90,1986,"Adult, Comedy, Romance",173,1987-10-03,"Jerome Tanner",,
88,tt0082004,2014-08-20,2014-08-20,"76. Amanda By Night      Caballero Home Video. D: Robert McCallum. Veronica Hart, Arcadia Lake, Ron Jeremy, Others. (1981). With a cast that still has name recognition (Lee Carroll, Arcadia Lake, and AVN Hall of Famers Veronica Hart, Ron Jeremy, Herschel Savage and Jamie Gillis)and a story revolving around a mistress teaming up with a cop to find a murderer, Amanda By Night is a sexual thriller without the usual cheese that comes with carnal cinema. The sex is soft compared to the hardcore of today, but for couples it's just right. Connoisseurs of cooze will also be interested in seeing the film's familiar faces early in their careers. ~AVN","Amanda by Night","Amanda by Night",https://www.imdb.com/title/tt0082004/,Movie,6.2,95,1981,"Adult, Crime, Drama, Thriller",397,1981,"Gary Graver",,
89,tt0185435,2014-08-20,2014-08-20,"77. Looker      Pleasure Productions. D: Nic Cramer. Shanna McCullough, Silvia Saint, Lauren Montgomery, Vince Vouyer, Others. (1998). Winner of AVN's 1998 Best Film and Best Screenplay awards, Looker is arguably the greatest porn noir exercise of all time. The story of a homicidal hooker (and the tormented detective who pursues her)meshes perfectly with the film's white-hot sexual content. ~AVN","Looker","Looker",https://www.imdb.com/title/tt0185435/,Video,5.8,82,1998,"Adult, Crime, Drama, Mystery, Thriller",49,1998-03,"Nic Cramer",,
90,tt0090741,2014-08-20,2014-08-20,"78. Blame It On Ginger      Vivid Video. D: Henri Pachard. Ginger Lynn, Barbara Dare, Krista Lane, Tom Byron, Jamie Gillis, Others. (1986). Lynn is so proud of her sex life with Byron that her bragging has incited a bunch of other pairings, including Gillis and kinky girlfriend Ayres, and Silvera (Lynn's dad)with Lynn's galpal Dare. Great performances from all involved, capped with top-notch direction by Pachard - now you know why this was porn's Golden Age. ~AVN","Blame It on Ginger","Blame It on Ginger",https://www.imdb.com/title/tt0090741/,Video,6.1,78,1986,"Adult, Comedy",274,1986,"Henri Pachard",,
91,tt0461473,2014-08-20,2014-08-20,"79. Bus Stop Tales      4-Play Video. D: Ed Powers. Lisa, Ed Powers. (1989). AVN's 1989 Best Amateur Tape qualifies as a true milestone of porn; it's the first volume of what would evolve into a staple of the pro-am market (the AVN Award-winning Dirty Debutantes series)and one of the pioneering efforts of the nascent gonzo movement. The concept at the time was original, and carries on to this day through Powers and his contemporaries; find a new girl, who has never been on camera, interview her, and videotape her first time. Though only one female is featured, it's an interesting blast from the past. ~AVN","Bus Stop Tales 1","Bus Stop Tales 1",https://www.imdb.com/title/tt0461473/,Video,,96,1989,"Adult",0,1989,"Ed Powers",,
92,tt0195293,2014-08-20,2014-08-20,"80. Sorority Sweethearts      Caballero Home Video. D: Paul G. Vatelli. Bridgette Monet, Linda Shaw, Others. (1983). An early standout in what was to become one of the most reliable of porn sub genres - the sorority-girl video. Anyone who's seen Brian DePalma's Body Double can attest to the trashy, big-busted charm of Linda Shaw, whose lesbian scene here with Bridgette Monet is a clam lover's delight. Another underrated gem from the final days of theatrical films. ~AVN","Sorority Sweethearts","Sorority Sweethearts",https://www.imdb.com/title/tt0195293/,Movie,5.3,76,1983,"Adult",134,1983-11-19,"Paul Vatelli",,
93,tt0153780,2014-08-20,2014-08-20,"81. White Women      Coast to Coast. D: Henri Pachard. Stacey Donovan, Gina Carrera, Joey Silvera, Others. (1986). Stacey Donovan is a woman looking for pleasure, and to give pleasure as well. But her quest for the big O is complicated by her sister (a backstabbing bitch), her aunt (a prostitute), and her friend (looking to get friendlier with her husband). The sex is tame, with no facials and a single anal scene with Little Oral Annie, but the movie's edgy honesty, particularly when Donovan worries about not being able to please a man, is something not often seen in adult. ~AVN","White Women","White Women",https://www.imdb.com/title/tt0153780/,Video,5.5,85,1986,"Adult",113,2004-07-13,"Henri Pachard",,
94,tt0179495,2014-08-20,2014-08-20,"82. Two Women      Rosebud. D: Alex de Renzy. Ashlyn Gere, Traci Winn, Jonathan Morgan. (1992). While gonzo was becoming all the rage, the late, great Alex de Renzy stuck to an old-fashioned storyline in Two Women, a feature about a wife (Ashlyn Gere, who won a Best Actress statuette for her role)who suspects her husband of cheating. While the plot is standard couples fare, the sex, under the direction of de Renzy, who won Best Director for the tape, shines and the story quickly evolves into a carnal noir-ish caper with a twist. ~AVN","Two Women","Two Women",https://www.imdb.com/title/tt0179495/,Video,6.0,80,1992,"Adult, Drama, Romance",158,,"Alex de Renzy",,
95,tt0100118,2014-08-20,2014-08-20,"83. The Masseuse      Vivid Video. D: Paul Thomas. Hyapatia Lee, Viper, Danielle Rodgers, Randy Spears, Others. (1991). A breakthrough feature better known for its character development than the (admittedly meager)sex. Lee is the consummate masseuse cum prostitute, and librarian Spears, a virgin, one of her most avid customers. Spears constantly seeks to take his relations with Lee beyond the business level, and the feature explores the relationship that develops between the two. Director Thomas took a lot of chances with this one, and its continued popularity shows they were the right ones. Both lead players won top acting awards for their performances here, the story won Best Screenplay, and the tape was that year's Best Rented. ~AVN","The Masseuse","The Masseuse",https://www.imdb.com/title/tt0100118/,Video,6.4,85,1990,"Adult, Drama, Romance",134,1999-07-15,"Paul Thomas",,
96,tt0181412,2014-08-20,2014-08-20,"84. Conflict      Vidco Entertainment. D: Bruce Seven, Henri Pachard. Alicia Monet, Sharon Kane, Others. (1988) What happens when girl-girl taskmaster Bruce Seven merges his filthy mind with that of legendary kinkmeister Henri Pachard? Fiery sex, of course... in this case featuring Nina Hartley and Shanna McCullough. This collaboration between two Hall of Fame masters justly earned a four-A rave back in the hot summer of '88. ~AVN","Conflict","Conflict",https://www.imdb.com/title/tt0181412/,Video,6.1,99,1988,"Adult, Comedy",128,,"Henri Pachard, Bruce Seven",,
97,tt0131559,2014-08-20,2014-08-20,"85. Red Vibe Diaries      Cal Vista/Metro. D: James Avalon. Stacy Valentine, Charlie, Alyssa Love, Tony Tedeschi, Others. (1997). Though the plot seems as trite today as when it was first made - bored, lonely housewife seeks the intimacy that only being a high-class call girl can bring - James Avalon's film scorches with sexuality and premium production values. The scenes also shine in their originality, including Alyssa Love and a Speedo-strapped Alex Sanders' b/g boink; Stacy Valentine's debauched dream with Deva Station and David Steele, and Misty Rain's romp with Marc Wallice (which won Best Couples Sex Scene). ~AVN","Red Vibe Diaries: Object of Desire","Red Vibe Diaries: Object of Desire",https://www.imdb.com/title/tt0131559/,Video,6.3,90,1997,"Adult",85,1997-12-10,"James Avalon",,
98,tt0992933,2014-08-20,2014-08-20,"86. The Texas Dildo Masquerade      Heatwave Platinum. D: Jim Powers. Candy Apples, Mila, Dave Hardman, Others. (1997). One of the few late-'90s story-driven features that wasn't a couples tape. Forget the opening disclaimer - this is writer/director Jim Powers' twisted porn take on The Texas Chainsaw Massacre. Particularly notable is Ron Jeremy in a wheelchair, giving new meaning to the Suck, grandpa! line. Dave Hardman won an AVN Best Supporting Actor Award for his portrayal of a whacked-out redneck. ~AVN","The Texas Dildo Masquerade","The Texas Dildo Masquerade",https://www.imdb.com/title/tt0992933/,Video,5.9,113,1998,"Adult, Comedy, Horror",53,1998-06,"Jim Powers, J.W. Gacy",,
99,tt0134929,2014-08-20,2014-08-20,"87. Raw Talent      VCA Pictures. D: Larry Revene. Lisa DeLeeuw, Taija Rae, Jerry Butler, Others. (1984). Jerry Butler stars as Eddie, a naïve, struggling mainstream actor who starts doing porn for exposure and ends up being screwed over by conniving bitch producer Lisa DeLeeuw. In the end, he emerges triumphant. DeLeeuw won AVN's Best Supporting Actress Award. It also won Awards for Best Film (those, uh, thrilling karate sequences notwithstanding), Best Screenplay and Best Cinematography. ~AVN","Raw Talent","Raw Talent",https://www.imdb.com/title/tt0134929/,Movie,5.9,82,1984,"Adult, Comedy, Drama",260,1984,"Larry Revene",,
100,tt0176425,2014-08-20,2014-08-20,"88. All That Sex      Legend Video. D: Scotty Fox. Ashlyn Gere, Madison, Danielle Rodgers, K.C. Williams, Randy Spears, Others. (1991). Bob Fosse was never like this! Ostensibly a send-up of Fosse's All That Jazz, the camera follows director Randy Spears through boozing, womanizing... and obsessing over his perfect girl - and getting offers of sex right and left while he deals with his personal demons. Great acting by Spears, and a hot cast make this a timeless classic. ~AVN","All That Sex","All That Sex",https://www.imdb.com/title/tt0176425/,Video,4.1,82,1990,"Adult, Drama",38,1990,"Scotty Fox",,
101,tt0877641,2014-08-20,2014-08-20,"89. Hustler XXX Video      Hustler Video. D: Pierre Woodman. Eva Roberts, Suzan Strong, Karl Ben, Others. (2000). Euro-porn the way it should be done, with hot and nasty women who take it loud and proud. We thought highly enough of it to nominate it for Best Foreign Vignette Tape at the last AVN Awards. Pierre Woodman, who has also shot for European porn juggernaut Private, gives us continental carnality that meets, and sometimes beats, the best of Porn Valley. ~AVN","Hustler XXX 1","Hustler XXX 1",https://www.imdb.com/title/tt0877641/,Video,6.4,100,2000,"Adult",13,,"Pierre Woodman",,
102,tt0083032,2014-08-20,2014-08-20,"90. Satisfiers of Alpha Blue      Arrow Productions. D: Gerard Damiano. Hillary Summers, Jodi Maxwell, Lysa Thatcher, R. Bolla, Others. (1980). Gerard Damiano's futuristic sci-fi homage that ends with - of all things - a paean to fidelity and committed relationships in the era of Free Love. The tacky sets and obvious low-budget nature of the film make the blistering sex all the more impressive. Damiano had his priorities in order. ~AVN","The Satisfiers of Alpha Blue","The Satisfiers of Alpha Blue",https://www.imdb.com/title/tt0083032/,Movie,6.5,86,1981,"Adult, Sci-Fi",210,1982-06-10,"Gerard Damiano",,
103,tt0321378,2014-08-20,2014-08-20,"91. Ben Dover's Banned in Britain      VCA. D: Ben Dover. Linda Leigh, Penny Lloyd Fox, Toni, Aisha Jade, Others. (1995). It's probably best to think of Ben Dover as the Cockney John Stagliano. His vids are as much about the set-ups as the sex, and nowhere is this more evident than in this first American release. All the pick-ups here are on the road, and pretty much all the sex is anal. Dover's still going strong, but this may be the best thing he's ever done. ~AVN","Ben Dover's Banned in Britain","Banned in Britain",https://www.imdb.com/title/tt0321378/,Video,5.8,121,1995,"Adult",13,,"Ben Dover",,
104,tt0163268,2014-08-20,2014-08-20,"92. Sorority Sex Kittens      VCA Platinum. D: Jim Holliday, Michael Craig. Ashlyn Gere, Tiffany Mynx, Bionca, Others. (1993). From the opening scene of Madison seducing Mike Horner, to the concluding fabulous feast of a spectacularly sexy all-girl orgy, this is 83 seamless minutes of story, sex and character, featuring what would become two Jim Holliday trademarks - inimitably wacky humor and a humungous A-list pussy packing cast. A decade later, the former adult critic turned filmmaker is still using that same formula to crank 'em out to great success. ~AVN","Sorority Sex Kittens","Sorority Sex Kittens",https://www.imdb.com/title/tt0163268/,Video,6.4,86,1993,"Adult, Comedy, Romance",152,1993,"Michael Craig, Jim Holliday",,
105,tt0124394,2014-08-20,2014-08-20,"93. The Dinner Party      Ultimate/Adam & Eve. D: Cameron Grant. Asia Carrera, Celeste, Vanessa Chase, Randy West, Others. (1994). AVN's 1994 Best All-Sex Film, The Dinner Party is one of the finest adult films ever made. Beautiful art direction highlights the top-notch production values and the sex sizzles throughout. Steve Drake plays host to a party where the guests cut loose and let the fantasy flow. The Celeste/Debi Diamond/Misty Rain threeway garnered AVN's 1994 Best All-Girl Sex Scene award. ~AVN","The Dinner Party","The Dinner Party",https://www.imdb.com/title/tt0124394/,Video,6.8,120,1994,"Adult",258,1994,"Cameron Grant",,
106,tt0261404,2014-08-20,2014-08-20,"94. Watchers      Sin City Films. D: Michael Raven. Julie Meadows, Sydnee Steele, Dillion Day, Randy Spears, Others. (2000). Nothing says top-notch porn like a ritual cult. Part detective story, part supernatural thriller, and Mr. Marcus as the prince of darkness. This Michael Raven vehicle did a hit-and-run on the competition at the AVN Awards last year, scoring trophies for Best Film, Best Supporting Actor (Randy Spears), Best Editing and Best Screenplay. ~AVN","Watchers","Watchers",https://www.imdb.com/title/tt0261404/,Video,6.3,90,2000,"Adult, Fantasy, Thriller",43,,"Michael Raven",,
107,tt2788964,2014-08-20,2014-08-20,"95. Perverted Stories      JM Productions. D: Jim Powers. Sweety Pie, Dave Hardman, Others. (1995). The start of a hugely successful, seriously bent line. This long-running all-anal series won AVN's Best Vignette Tape Awards in 1999 and 2000, as well as a few Most Outrageous Sex Scene trophies. The series' bizarre, creative storylines and politically incorrect humor continue to provide a much-needed alternative to the stream of main. The first volume reflected writer/director Jim Powers love of horror movies, with a backwoods bacchanal that ends with two male performers engaged in a double penetration with a skull. ~AVN","Perverted Stories","Perverted Stories",https://www.imdb.com/title/tt2788964/,Video,,102,1995,"Adult, Comedy",0,1995-07-19,"Jim Powers",,
108,tt0135880,2014-08-20,2014-08-20,"96. Depraved Fantasies      Zane Entertainment. D: John T. Bone. Tammi Ann, Debi Diamond, Bionca, Ron Jeremy, Others. (1994). A title that has the rare quality of living up to its name - but with John T. Bone, that's the rule, and not the exception. Though not a video for those with a weak ticker, Depraved Fantasies features some of the most off-the-wall and extreme sex to this day. Tammi Ann spreads her butt cheeks open for a full oil change, taking a full quart of the original petroleum-based lube up her butt. Ann's debauched efforts (with Diamond and Bionca)wins them the Most Outrageous Sex Scene AVN Award for 1994. Also of note is Bionca flushing Debi Diamond's rectum with a radiator hose. Hot stuff all around. ~AVN","Depraved Fantasies","Depraved Fantasies",https://www.imdb.com/title/tt0135880/,Video,6.2,74,1994,"Adult",142,1994,"John T. Bone",,
109,tt0128425,2014-08-20,2014-08-20,"97. Skin      Eurotique Entertainment. D: Harry S. Morgan. Carol Lynn, Nadine Bronx, Richard Lengin, Others. (1995). Heavy-duty European bondage fare loses nothing in the translation. This decadent feast of S/M iconography and outright filthy sex was an early entry in its genre and remains unmatched for intensity. From the kinky framing device of a threeway D/s relationship to the incredible fetish costumes and imaginative sex, this is a classy and memorable piece of erotica. ~AVN","Die Prüfung","Die Prüfung",https://www.imdb.com/title/tt0128425/,Video,,81,1994,"Adult",0,,"Harry S. Morgan",,
110,tt0136759,2014-08-20,2014-08-20,"98. Conquest      Wicked. D: Brad Armstrong, Greg Steel. Jenna Jameson, Asia Carrera, Missy, Mickey G., Others. (1996). It's sex on the high seas with this Wicked production, shot under the direction of Brad Armstrong. The art direction is amazing, with scenes shot in period clothes and ships; Jenna Jameson and Shayla LaVeaux go at it down below deck of a pirate ship, turning a plundering expedition into a carnal cruise. With its high production values, costumes and locations, Conquest will leave couples breathless. The fact that it won Best Couples Sex Scene for the 1996 AVN Awards (for Jameson and Vince Vouyer's coupling)doesn't hurt either. ~AVN","Conquest","Conquest",https://www.imdb.com/title/tt0136759/,Video,6.1,115,1996,"Adult, Adventure",409,1996,"Brad Armstrong, Greg Steel",,
111,tt0283133,2014-08-20,2014-08-20,"99. Westside      Video Team. D: Ren Savant. Inari Vachs, Nici Sterling, Midori, Lexington Steele, James Bonn, Dillion Day, Wilde Oscar, Others. (2000). Arguably the best interracial adult feature ever made and as solid a send-up of Romeo and Juliet as this industry's ever seen. Vachs is the ward of rich drug dealers Sterling and Oscar (Best Supporting Actor winner), when a chance meeting with one of their lieutenants, Steele, leads to romance, sex - Steele and Vachs won Best Couples Sex Scene - and gang war. Westside garnered a perfect AAAAA rating in January's AVN. ~AVN","West Side","West Side",https://www.imdb.com/title/tt0283133/,Video,6.4,170,2000,"Adult, Crime",19,,"Tom Elliot",,
112,tt0301970,2014-08-20,2014-08-20,"100. Underworld      Sin City Films. D: Michael Raven. Ava Vincent, Taylor St. Claire, Dillion Day, Others. (2001). Dark, moody re-working of the Orpheus and Eurydice legend, written by David Aaron Clark and Michael Raven. Pop existentialism, strippers, and some excellent acting abound, with a very stylish sex scene between Ava Vincent and Chris Cannon. Scored a perfect 10 review in the April 2001 issue; sure to figure prominently in this year's AVN Award nominations. ~AVN","Underworld","Underworld",https://www.imdb.com/title/tt0301970/,Video,6.9,90,2001,"Adult, Crime",132,2001-01-23,"Michael Raven",,
113,tt0073437,2014-08-20,2014-08-20,"101. Naked Came The Stranger      VCA Pictures. D: Radley Metzger. Darby Lloyd Rains, Mary Stuart, Helen Madigan, Levi Richards, Others. (1975). One of Metzger's best, with Rains as one half of a husband-and-wife morning drive-time d.j. team, who finds that hubby (Richards)is cheating on her with his secretary (Stuart)... so she decides to even the score. Look for a b.j. on top of a double-decker bus cruising Manhattan streets, and a beautiful silent (with dialogue cards)B&W ballroom romance. The film is thought to be based on the then-popular novel of the same name, but in actuality the two bear no resemblance to each other. ~AVN","Naked Came the Stranger","Naked Came the Stranger",https://www.imdb.com/title/tt0073437/,Movie,6.1,83,1975,"Adult, Comedy, Drama, Romance",281,1975-06-09,"Radley Metzger",,
